Time (UTCG),Angle (deg),AngleRate (deg/sec)
10:37:59 PM,0.062,0
10:38:00 PM,0.062,0
10:38:01 PM,0.062,0
10:38:02 PM,0.062,0
10:38:03 PM,0.062,0
10:38:04 PM,0.062,0
10:38:05 PM,0.062,0
10:38:06 PM,0.062,0
10:38:07 PM,0.062,0
10:38:08 PM,0.062,0
10:38:09 PM,0.062,0
10:38:10 PM,0.062,0
10:38:11 PM,0.062,0
10:38:12 PM,0.062,0
10:38:13 PM,0.062,0
10:38:14 PM,0.062,0
10:38:15 PM,0.062,0
10:38:16 PM,0.062,0
10:38:17 PM,0.062,0
10:38:18 PM,0.062,0
10:38:19 PM,0.062,0
10:38:20 PM,0.062,0
10:38:21 PM,0.062,0
10:38:22 PM,0.062,0
10:38:23 PM,0.062,0
10:38:24 PM,0.062,0
10:38:25 PM,0.062,0
10:38:26 PM,0.062,0
10:38:27 PM,0.062,0
10:38:28 PM,0.062,0
10:38:29 PM,0.062,0
10:38:30 PM,0.062,0
10:38:31 PM,0.062,0
10:38:32 PM,0.062,0
10:38:33 PM,0.062,0
10:38:34 PM,0.062,0
10:38:35 PM,0.062,0
10:38:36 PM,0.062,0
10:38:37 PM,0.062,0
10:38:38 PM,0.062,0
10:38:39 PM,0.062,0
10:38:40 PM,0.062,0
10:38:41 PM,0.062,0
10:38:42 PM,0.062,0
10:38:43 PM,0.062,0
10:38:44 PM,0.062,0
10:38:45 PM,0.062,0
10:38:46 PM,0.062,0
10:38:47 PM,0.062,0
10:38:48 PM,0.062,0
10:38:49 PM,0.062,0
10:38:50 PM,0.062,0
10:38:51 PM,0.062,0
10:38:52 PM,0.062,0
10:38:53 PM,0.062,0
10:38:54 PM,0.062,0
10:38:55 PM,0.062,0
10:38:56 PM,0.062,0
10:38:57 PM,0.062,0
10:38:58 PM,0.062,0
10:38:59 PM,0.062,0
10:39:00 PM,0.062,0
10:39:01 PM,0.062,0
10:39:02 PM,0.062,0
10:39:03 PM,0.062,0
10:39:04 PM,0.062,0
10:39:05 PM,0.062,0
10:39:06 PM,0.062,0
10:39:07 PM,0.062,0
10:39:08 PM,0.062,0
10:39:09 PM,0.062,0
10:39:10 PM,0.062,0
10:39:11 PM,0.062,0
10:39:12 PM,0.062,0
10:39:13 PM,0.062,0
10:39:14 PM,0.062,0
10:39:15 PM,0.062,0
10:39:16 PM,0.062,0
10:39:17 PM,0.062,0
10:39:18 PM,0.062,0
10:39:19 PM,0.062,0
10:39:20 PM,0.062,0
10:39:21 PM,0.062,0
10:39:22 PM,0.062,0
10:39:23 PM,0.062,0
10:39:24 PM,0.062,0
10:39:25 PM,0.062,0
10:39:26 PM,0.062,0
10:39:27 PM,0.062,0
10:39:28 PM,0.062,0
10:39:29 PM,0.062,0
10:39:30 PM,0.062,0
10:39:31 PM,0.062,0
10:39:32 PM,0.062,0
10:39:33 PM,0.062,0
10:39:34 PM,0.062,0
10:39:35 PM,0.062,0
10:39:36 PM,0.062,0
10:39:37 PM,0.062,0
10:39:38 PM,0.062,0
10:39:39 PM,0.062,0
10:39:40 PM,0.062,0
10:39:41 PM,0.062,0
10:39:42 PM,0.062,0
10:39:43 PM,0.062,0
10:39:44 PM,0.062,0
10:39:45 PM,0.062,0
10:39:46 PM,0.062,0
10:39:47 PM,0.062,0
10:39:48 PM,0.062,0
10:39:49 PM,0.062,0
10:39:50 PM,0.062,0
10:39:51 PM,0.062,0
10:39:52 PM,0.062,0
10:39:53 PM,0.062,0
10:39:54 PM,0.062,0
10:39:55 PM,0.062,0
10:39:56 PM,0.062,0
10:39:57 PM,0.062,0
10:39:58 PM,0.062,0
10:39:59 PM,0.062,0
10:40:00 PM,0.062,0
10:40:01 PM,0.062,0
10:40:02 PM,0.062,0
10:40:03 PM,0.062,0
10:40:04 PM,0.062,0
10:40:05 PM,0.062,0
10:40:06 PM,0.062,0
10:40:07 PM,0.062,0
10:40:08 PM,0.062,0
10:40:09 PM,0.062,0
10:40:10 PM,0.062,0
10:40:11 PM,0.062,0
10:40:12 PM,0.062,0
10:40:13 PM,0.062,0
10:40:14 PM,0.062,0
10:40:15 PM,0.062,0
10:40:16 PM,0.062,0
10:40:17 PM,0.062,0
10:40:18 PM,0.062,0
10:40:19 PM,0.062,0
10:40:20 PM,0.062,0
10:40:21 PM,0.062,0
10:40:22 PM,0.062,0
10:40:23 PM,0.062,0
10:40:24 PM,0.062,0
10:40:25 PM,0.062,0
10:40:26 PM,0.062,0
10:40:27 PM,0.062,0
10:40:28 PM,0.062,0
10:40:29 PM,0.062,0
10:40:30 PM,0.062,0
10:40:31 PM,0.062,0
10:40:32 PM,0.062,0
10:40:33 PM,0.062,0
10:40:34 PM,0.062,0
10:40:35 PM,0.062,0
10:40:36 PM,0.062,0
10:40:37 PM,0.062,0
10:40:38 PM,0.062,0
10:40:39 PM,0.062,0
10:40:40 PM,0.062,0
10:40:41 PM,0.062,0
10:40:42 PM,0.062,0
10:40:43 PM,0.062,0
10:40:44 PM,0.062,0
10:40:45 PM,0.062,0
10:40:46 PM,0.062,0
10:40:47 PM,0.062,0
10:40:48 PM,0.062,0
10:40:49 PM,0.062,0
10:40:50 PM,0.062,0
10:40:51 PM,0.062,0
10:40:52 PM,0.062,0
10:40:53 PM,0.062,0
10:40:54 PM,0.062,0
10:40:55 PM,0.062,0
10:40:56 PM,0.062,0
10:40:57 PM,0.062,0
10:40:58 PM,0.062,0
10:40:59 PM,0.062,0
10:41:00 PM,0.062,0
10:41:01 PM,0.062,0
10:41:02 PM,0.062,0
10:41:03 PM,0.062,0
10:41:04 PM,0.062,0
10:41:05 PM,0.062,0
10:41:06 PM,0.062,0
10:41:07 PM,0.062,0
10:41:08 PM,0.062,0
10:41:09 PM,0.062,0
10:41:10 PM,0.062,0
10:41:11 PM,0.062,0
10:41:12 PM,0.062,0
10:41:13 PM,0.062,0
10:41:14 PM,0.062,0
10:41:15 PM,0.062,0
10:41:16 PM,0.062,0
10:41:17 PM,0.062,0
10:41:18 PM,0.062,0
10:41:19 PM,0.062,0
10:41:20 PM,0.062,0
10:41:21 PM,0.062,0
10:41:22 PM,0.062,0
10:41:23 PM,0.062,0
10:41:24 PM,0.062,0
10:41:25 PM,0.062,0
10:41:26 PM,0.062,0
10:41:27 PM,0.062,0
10:41:28 PM,0.062,0
10:41:29 PM,0.062,0
10:41:30 PM,0.062,0
10:41:31 PM,0.062,0
10:41:32 PM,0.062,0
10:41:33 PM,0.062,0
10:41:34 PM,0.062,0
10:41:35 PM,0.062,0
10:41:36 PM,0.062,0
10:41:37 PM,0.062,0
10:41:38 PM,0.062,0
10:41:39 PM,0.062,0
10:41:40 PM,0.062,0
10:41:41 PM,0.062,0
10:41:42 PM,0.062,0
10:41:43 PM,0.062,0
10:41:44 PM,0.062,0
10:41:45 PM,0.062,0
10:41:46 PM,0.062,0
10:41:47 PM,0.062,0
10:41:48 PM,0.062,0
10:41:49 PM,0.062,0
10:41:50 PM,0.062,0
10:41:51 PM,0.062,0
10:41:52 PM,0.062,0
10:41:53 PM,0.062,0
10:41:54 PM,0.062,0
10:41:55 PM,0.062,0
10:41:56 PM,0.062,0
10:41:57 PM,0.062,0
10:41:58 PM,0.062,0
10:41:59 PM,0.062,0
10:42:00 PM,0.062,0
10:42:01 PM,0.062,0
10:42:02 PM,0.062,0
10:42:03 PM,0.062,0
10:42:04 PM,0.062,0
10:42:05 PM,0.062,0
10:42:06 PM,0.062,0
10:42:07 PM,0.062,0
10:42:08 PM,0.062,0
10:42:09 PM,0.062,0
10:42:10 PM,0.062,0
10:42:11 PM,0.062,0
10:42:12 PM,0.062,0
10:42:13 PM,0.062,0
10:42:14 PM,0.062,0
10:42:15 PM,0.062,0
10:42:16 PM,0.062,0
10:42:17 PM,0.062,0
10:42:18 PM,0.062,0
10:42:19 PM,0.062,0
10:42:20 PM,0.062,0
10:42:21 PM,0.062,0
10:42:22 PM,0.062,0
10:42:23 PM,0.062,0
10:42:24 PM,0.062,0
10:42:25 PM,0.062,0
10:42:26 PM,0.062,0
10:42:27 PM,0.062,0
10:42:28 PM,0.062,0
10:42:29 PM,0.062,0
10:42:30 PM,0.062,0
10:42:31 PM,0.062,0
10:42:32 PM,0.062,0
10:42:33 PM,0.062,0
10:42:34 PM,0.062,0
10:42:35 PM,0.062,0
10:42:36 PM,0.062,0
10:42:37 PM,0.062,0
10:42:38 PM,0.062,0
10:42:39 PM,0.062,0
10:42:40 PM,0.062,0
10:42:41 PM,0.062,0
10:42:42 PM,0.062,0
10:42:43 PM,0.062,0
10:42:44 PM,0.062,0
10:42:45 PM,0.062,0
10:42:46 PM,0.062,0
10:42:47 PM,0.062,0
10:42:48 PM,0.062,0
10:42:49 PM,0.062,0
10:42:50 PM,0.062,0
10:42:51 PM,0.062,0
10:42:52 PM,0.062,0
10:42:53 PM,0.062,0
10:42:54 PM,0.062,0
10:42:55 PM,0.062,0
10:42:56 PM,0.062,0
10:42:57 PM,0.062,0
10:42:58 PM,0.062,0
10:42:59 PM,0.062,0
10:43:00 PM,0.062,0
10:43:01 PM,0.062,0
10:43:02 PM,0.062,0
10:43:03 PM,0.062,0
10:43:04 PM,0.062,0
10:43:05 PM,0.062,0
10:43:06 PM,0.062,0
10:43:07 PM,0.062,0
10:43:08 PM,0.062,0
10:43:09 PM,0.062,0
10:43:10 PM,0.062,0
10:43:11 PM,0.062,0
10:43:12 PM,0.062,0
10:43:13 PM,0.062,0
10:43:14 PM,0.062,0
10:43:15 PM,0.062,0
10:43:16 PM,0.062,0
10:43:17 PM,0.062,0
10:43:18 PM,0.062,0
10:43:19 PM,0.062,0
10:43:20 PM,0.062,0
10:43:21 PM,0.062,0
10:43:22 PM,0.062,0
10:43:23 PM,0.062,0
10:43:24 PM,0.062,0
10:43:25 PM,0.062,0
10:43:26 PM,0.062,0
10:43:27 PM,0.062,0
10:43:28 PM,0.062,0
10:43:29 PM,0.062,0
10:43:30 PM,0.062,0
10:43:31 PM,0.062,0
10:43:32 PM,0.062,0
10:43:33 PM,0.062,0
10:43:34 PM,0.062,0
10:43:35 PM,0.062,0
10:43:36 PM,0.062,0
10:43:37 PM,0.062,0
10:43:38 PM,0.062,0
10:43:39 PM,0.062,0
10:43:40 PM,0.062,0
10:43:41 PM,0.062,0
10:43:42 PM,0.062,0
10:43:43 PM,0.062,0
10:43:44 PM,0.062,0
10:43:45 PM,0.062,0
10:43:46 PM,0.062,0
10:43:47 PM,0.062,0
10:43:48 PM,0.062,0
10:43:49 PM,0.062,0
10:43:50 PM,0.062,0
10:43:51 PM,0.062,0
10:43:52 PM,0.062,0
10:43:53 PM,0.062,0
10:43:54 PM,0.062,0
10:43:55 PM,0.062,0
10:43:56 PM,0.062,0
10:43:57 PM,0.062,0
10:43:58 PM,0.062,0
10:43:59 PM,0.062,0
10:44:00 PM,0.062,0
10:44:01 PM,0.062,0
10:44:02 PM,0.062,0
10:44:03 PM,0.062,0
10:44:04 PM,0.062,0
10:44:05 PM,0.062,0
10:44:06 PM,0.062,0
10:44:07 PM,0.062,0
10:44:08 PM,0.062,0
10:44:09 PM,0.062,0
10:44:10 PM,0.062,0
10:44:11 PM,0.062,0
10:44:12 PM,0.062,0
10:44:13 PM,0.062,0
10:44:14 PM,0.062,0
10:44:15 PM,0.062,0
10:44:16 PM,0.062,0
10:44:17 PM,0.062,0
10:44:18 PM,0.062,0
10:44:19 PM,0.062,0
10:44:20 PM,0.062,0
10:44:21 PM,0.062,0
10:44:22 PM,0.062,0
10:44:23 PM,0.062,0
10:44:24 PM,0.062,0
10:44:25 PM,0.062,0
10:44:26 PM,0.062,0
10:44:27 PM,0.062,0
10:44:28 PM,0.062,0
10:44:29 PM,0.062,0
10:44:30 PM,0.062,0
10:44:31 PM,0.062,0
10:44:32 PM,0.062,0
10:44:33 PM,0.062,0
10:44:34 PM,0.062,0
10:44:35 PM,0.062,0
10:44:36 PM,0.062,0
10:44:37 PM,0.062,0
10:44:38 PM,0.062,0
10:44:39 PM,0.062,0
10:44:40 PM,0.062,0
10:44:41 PM,0.062,0
10:44:42 PM,0.062,0
10:44:43 PM,0.062,0
10:44:44 PM,0.062,0
10:44:45 PM,0.062,0
10:44:46 PM,0.062,0
10:44:47 PM,0.062,0
10:44:48 PM,0.062,0
10:44:49 PM,0.062,0
10:44:50 PM,0.062,0
10:44:51 PM,0.062,0
10:44:52 PM,0.062,0
10:44:53 PM,0.062,0
10:44:54 PM,0.062,0
10:44:55 PM,0.062,0
10:44:56 PM,0.062,0
10:44:57 PM,0.062,0
10:44:58 PM,0.062,0
10:44:59 PM,0.062,0
10:45:00 PM,0.062,0
10:45:01 PM,0.062,0
10:45:02 PM,0.062,0
10:45:03 PM,0.062,0
10:45:04 PM,0.062,0
10:45:05 PM,0.062,0
10:45:06 PM,0.062,0
10:45:07 PM,0.062,0
10:45:08 PM,0.062,0
10:45:09 PM,0.062,0
10:45:10 PM,0.062,0
10:45:11 PM,0.062,0
10:45:12 PM,0.062,0
10:45:13 PM,0.062,0
10:45:14 PM,0.062,0
10:45:15 PM,0.062,0
10:45:16 PM,0.062,0
10:45:17 PM,0.062,0
10:45:18 PM,0.062,0
10:45:19 PM,0.062,0
10:45:20 PM,0.062,0
10:45:21 PM,0.062,0
10:45:22 PM,0.062,0
10:45:23 PM,0.062,0
10:45:24 PM,0.062,0
10:45:25 PM,0.062,0
10:45:26 PM,0.062,0
10:45:27 PM,0.062,0
10:45:28 PM,0.062,0
10:45:29 PM,0.062,0
10:45:30 PM,0.062,0
10:45:31 PM,0.062,0
10:45:32 PM,0.062,0
10:45:33 PM,0.062,0
10:45:34 PM,0.062,0
10:45:35 PM,0.062,0
10:45:36 PM,0.062,0
10:45:37 PM,0.062,0
10:45:38 PM,0.062,0
10:45:39 PM,0.062,0
10:45:40 PM,0.062,0
10:45:41 PM,0.062,0
10:45:42 PM,0.062,0
10:45:43 PM,0.062,0
10:45:44 PM,0.062,0
10:45:45 PM,0.062,0
10:45:46 PM,0.062,0
10:45:47 PM,0.062,0
10:45:48 PM,0.062,0
10:45:49 PM,0.062,0
10:45:50 PM,0.062,0
10:45:51 PM,0.062,0
10:45:52 PM,0.062,0
10:45:53 PM,0.062,0
10:45:54 PM,0.062,0
10:45:55 PM,0.062,0
10:45:56 PM,0.062,0
10:45:57 PM,0.062,0
10:45:58 PM,0.062,0
10:45:59 PM,0.062,0
10:46:00 PM,0.062,0
10:46:01 PM,0.062,0
10:46:02 PM,0.062,0
10:46:03 PM,0.062,0
10:46:04 PM,0.062,0
10:46:05 PM,0.062,0
10:46:06 PM,0.062,0
10:46:07 PM,0.062,0
10:46:08 PM,0.062,0
10:46:09 PM,0.062,0
10:46:10 PM,0.062,0
10:46:11 PM,0.062,0
10:46:12 PM,0.062,0
10:46:13 PM,0.062,0
10:46:14 PM,0.062,0
10:46:15 PM,0.062,0
10:46:16 PM,0.062,0
10:46:17 PM,0.062,0
10:46:18 PM,0.062,0
10:46:19 PM,0.062,0
10:46:20 PM,0.062,0
10:46:21 PM,0.062,0
10:46:22 PM,0.062,0
10:46:23 PM,0.062,0
10:46:24 PM,0.062,0
10:46:25 PM,0.062,0
10:46:26 PM,0.062,0
10:46:27 PM,0.062,0
10:46:28 PM,0.062,0
10:46:29 PM,0.062,0
10:46:30 PM,0.062,0
10:46:31 PM,0.062,0
10:46:32 PM,0.062,0
10:46:33 PM,0.062,0
10:46:34 PM,0.062,0
10:46:35 PM,0.062,0
10:46:36 PM,0.062,0
10:46:37 PM,0.062,0
10:46:38 PM,0.062,0
10:46:39 PM,0.062,0
10:46:40 PM,0.062,0
10:46:41 PM,0.062,0
10:46:42 PM,0.062,0
10:46:43 PM,0.062,0
10:46:44 PM,0.062,0
10:46:45 PM,0.062,0
10:46:46 PM,0.062,0
10:46:47 PM,0.062,0
10:46:48 PM,0.062,0
10:46:49 PM,0.062,0
10:46:50 PM,0.062,0
10:46:51 PM,0.062,0
10:46:52 PM,0.062,0
10:46:53 PM,0.062,0
10:46:54 PM,0.062,0
10:46:55 PM,0.062,0
10:46:56 PM,0.062,0
10:46:57 PM,0.062,0
10:46:58 PM,0.062,0
10:46:59 PM,0.062,0
10:47:00 PM,0.062,0
10:47:01 PM,0.062,0
10:47:02 PM,0.062,0
10:47:03 PM,0.062,0
10:47:04 PM,0.062,0
10:47:05 PM,0.062,0
10:47:06 PM,0.062,0
10:47:07 PM,0.062,0
10:47:08 PM,0.062,0
10:47:09 PM,0.062,0
10:47:10 PM,0.062,0
10:47:11 PM,0.062,0
10:47:12 PM,0.062,0
10:47:13 PM,0.062,0
10:47:14 PM,0.062,0
10:47:15 PM,0.062,0
10:47:16 PM,0.062,0
10:47:17 PM,0.062,0
10:47:18 PM,0.062,0
10:47:19 PM,0.062,0
10:47:20 PM,0.062,0
10:47:21 PM,0.062,0
10:47:22 PM,0.062,0
10:47:23 PM,0.062,0
10:47:24 PM,0.062,0
10:47:25 PM,0.062,0
10:47:26 PM,0.062,0
10:47:27 PM,0.062,0
10:47:28 PM,0.062,0
10:47:29 PM,0.062,0
10:47:30 PM,0.062,0
10:47:31 PM,0.062,0
10:47:32 PM,0.062,0
10:47:33 PM,0.062,0
10:47:34 PM,0.062,0
10:47:35 PM,0.062,0
10:47:36 PM,0.062,0
10:47:37 PM,0.062,0
10:47:38 PM,0.062,0
10:47:39 PM,0.062,0
10:47:40 PM,0.062,0
10:47:41 PM,0.062,0
10:47:42 PM,0.062,0
10:47:43 PM,0.062,0
10:47:44 PM,0.062,0
10:47:45 PM,0.062,0
10:47:46 PM,0.062,0
10:47:47 PM,0.062,0
10:47:48 PM,0.062,0
10:47:49 PM,0.062,0
10:47:50 PM,0.062,0
10:47:51 PM,0.062,0
10:47:52 PM,0.062,0
10:47:53 PM,0.062,0
10:47:54 PM,0.062,0
10:47:55 PM,0.062,0
10:47:56 PM,0.062,0
10:47:57 PM,0.062,0
10:47:58 PM,0.062,0
10:47:59 PM,0.062,0
10:48:00 PM,0.062,0
10:48:01 PM,0.062,0
10:48:02 PM,0.062,0
10:48:03 PM,0.062,0
10:48:04 PM,0.062,0
10:48:05 PM,0.062,0
10:48:06 PM,0.062,0
10:48:07 PM,0.062,0
10:48:08 PM,0.062,0
10:48:09 PM,0.062,0
10:48:10 PM,0.062,0
10:48:11 PM,0.062,0
10:48:12 PM,0.062,0
10:48:13 PM,0.062,0
10:48:14 PM,0.062,0
10:48:15 PM,0.062,0
10:48:16 PM,0.062,0
10:48:17 PM,0.062,0
10:48:18 PM,0.062,0
10:48:19 PM,0.062,0
10:48:20 PM,0.062,0
10:48:21 PM,0.062,0
10:48:22 PM,0.062,0
10:48:23 PM,0.062,0
10:48:24 PM,0.062,0
10:48:25 PM,0.062,0
10:48:26 PM,0.062,0
10:48:27 PM,0.062,0
10:48:28 PM,0.062,0
10:48:29 PM,0.062,0
10:48:30 PM,0.062,0
10:48:31 PM,0.062,0
10:48:32 PM,0.062,0
10:48:33 PM,0.062,0
10:48:34 PM,0.062,0
10:48:35 PM,0.062,0
10:48:36 PM,0.062,0
10:48:37 PM,0.062,0
10:48:38 PM,0.062,0
10:48:39 PM,0.062,0
10:48:40 PM,0.062,0
10:48:41 PM,0.062,0
10:48:42 PM,0.062,0
10:48:43 PM,0.062,0
10:48:44 PM,0.062,0
10:48:45 PM,0.062,0
10:48:46 PM,0.062,0
10:48:47 PM,0.062,0
10:48:48 PM,0.062,0
10:48:49 PM,0.062,0
10:48:50 PM,0.062,0
10:48:51 PM,0.062,0
10:48:52 PM,0.062,0
10:48:53 PM,0.062,0
10:48:54 PM,0.062,0
10:48:55 PM,0.062,0
10:48:56 PM,0.062,0
10:48:57 PM,0.062,0
10:48:58 PM,0.062,0
10:48:59 PM,0.062,0
10:49:00 PM,0.062,0
10:49:01 PM,0.062,0
10:49:02 PM,0.062,0
10:49:03 PM,0.062,0
10:49:04 PM,0.062,0
10:49:05 PM,0.062,0
10:49:06 PM,0.062,0
10:49:07 PM,0.062,0
10:49:08 PM,0.062,0
10:49:09 PM,0.062,0
10:49:10 PM,0.062,0
10:49:11 PM,0.062,0
10:49:12 PM,0.062,0
10:49:13 PM,0.062,0
10:49:14 PM,0.062,0
10:49:15 PM,0.062,0
10:49:16 PM,0.062,0
10:49:17 PM,0.062,0
10:49:18 PM,0.062,0
10:49:19 PM,0.062,0
10:49:20 PM,0.062,0
10:49:21 PM,0.062,0
10:49:22 PM,0.062,0
10:49:23 PM,0.062,0
10:49:24 PM,0.062,0
10:49:25 PM,0.062,0
10:49:26 PM,0.062,0
10:49:27 PM,0.062,0
10:49:28 PM,0.062,0
10:49:29 PM,0.062,0
10:49:30 PM,0.062,0
10:49:31 PM,0.062,0
10:49:32 PM,0.062,0
10:49:33 PM,0.062,0
10:49:34 PM,0.062,0
10:49:35 PM,0.062,0
10:49:36 PM,0.062,0
10:49:37 PM,0.062,0
10:49:38 PM,0.062,0
10:49:39 PM,0.062,0
10:49:40 PM,0.062,0
10:49:41 PM,0.062,0
10:49:42 PM,0.062,0
10:49:43 PM,0.062,0
10:49:44 PM,0.062,0
10:49:45 PM,0.062,0
10:49:46 PM,0.062,0
10:49:47 PM,0.062,0
10:49:48 PM,0.062,0
10:49:49 PM,0.062,0
10:49:50 PM,0.062,0
10:49:51 PM,0.062,0
10:49:52 PM,0.062,0
10:49:53 PM,0.062,0
10:49:54 PM,0.062,0
10:49:55 PM,0.062,0
10:49:56 PM,0.062,0
10:49:57 PM,0.062,0
10:49:58 PM,0.062,0
10:49:59 PM,0.062,0
10:50:00 PM,0.062,0
10:50:01 PM,0.062,0
10:50:02 PM,0.062,0
10:50:03 PM,0.062,0
10:50:04 PM,0.062,0
10:50:05 PM,0.062,0
10:50:06 PM,0.062,0
10:50:07 PM,0.062,0
10:50:08 PM,0.062,0
10:50:09 PM,0.062,0
10:50:10 PM,0.062,0
10:50:11 PM,0.062,0
10:50:12 PM,0.062,0
10:50:13 PM,0.062,0
10:50:14 PM,0.062,0
10:50:15 PM,0.062,0
10:50:16 PM,0.062,0
10:50:17 PM,0.062,0
10:50:18 PM,0.062,0
10:50:19 PM,0.062,0
10:50:20 PM,0.062,0
10:50:21 PM,0.062,0
10:50:22 PM,0.062,0
10:50:23 PM,0.062,0
10:50:24 PM,0.062,0
10:50:25 PM,0.062,0
10:50:26 PM,0.062,0
10:50:27 PM,0.062,0
10:50:28 PM,0.062,0
10:50:29 PM,0.062,0
10:50:30 PM,0.062,0
10:50:31 PM,0.062,0
10:50:32 PM,0.062,0
10:50:33 PM,0.062,0
10:50:34 PM,0.062,0
10:50:35 PM,0.062,0
10:50:36 PM,0.062,0
10:50:37 PM,0.062,0
10:50:38 PM,0.062,0
10:50:39 PM,0.062,0
10:50:40 PM,0.062,0
10:50:41 PM,0.062,0
10:50:42 PM,0.062,0
10:50:43 PM,0.062,0
10:50:44 PM,0.062,0
10:50:45 PM,0.062,0
10:50:46 PM,0.062,0
10:50:47 PM,0.062,0
10:50:48 PM,0.062,0
10:50:49 PM,0.062,0
10:50:50 PM,0.062,0
10:50:51 PM,0.062,0
10:50:52 PM,0.062,0
10:50:53 PM,0.062,0
10:50:54 PM,0.062,0
10:50:55 PM,0.062,0
10:50:56 PM,0.062,0
10:50:57 PM,0.062,0
10:50:58 PM,0.062,0
10:50:59 PM,0.062,0
10:51:00 PM,0.062,0
10:51:01 PM,0.062,0
10:51:02 PM,0.062,0
10:51:03 PM,0.062,0
10:51:04 PM,0.062,0
10:51:05 PM,0.062,0
10:51:06 PM,0.062,0
10:51:07 PM,0.062,0
10:51:08 PM,0.062,0
10:51:09 PM,0.062,0
10:51:10 PM,0.062,0
10:51:11 PM,0.062,0
10:51:12 PM,0.062,0
10:51:13 PM,0.062,0
10:51:14 PM,0.062,0
10:51:15 PM,0.062,0
10:51:16 PM,0.062,0
10:51:17 PM,0.062,0
10:51:18 PM,0.062,0
10:51:19 PM,0.062,0
10:51:20 PM,0.062,0
10:51:21 PM,0.062,0
10:51:22 PM,0.062,0
10:51:23 PM,0.062,0
10:51:24 PM,0.062,0
10:51:25 PM,0.062,0
10:51:26 PM,0.062,0
10:51:27 PM,0.062,0
10:51:28 PM,0.062,0
10:51:29 PM,0.062,0
10:51:30 PM,0.062,0
10:51:31 PM,0.062,0
10:51:32 PM,0.062,0
10:51:33 PM,0.062,0
10:51:34 PM,0.062,0
10:51:35 PM,0.062,0
10:51:36 PM,0.062,0
10:51:37 PM,0.062,0
10:51:38 PM,0.062,0
10:51:39 PM,0.062,0
10:51:40 PM,0.062,0
10:51:41 PM,0.062,0
10:51:42 PM,0.062,0
10:51:43 PM,0.062,0
10:51:44 PM,0.062,0
10:51:45 PM,0.062,0
10:51:46 PM,0.062,0
10:51:47 PM,0.062,0
10:51:48 PM,0.062,0
10:51:49 PM,0.062,0
10:51:50 PM,0.062,0
10:51:51 PM,0.062,0
10:51:52 PM,0.062,0
10:51:53 PM,0.062,0
10:51:54 PM,0.062,0
10:51:55 PM,0.062,0
10:51:56 PM,0.062,0
10:51:57 PM,0.062,0
10:51:58 PM,0.062,0
10:51:59 PM,0.062,0
10:52:00 PM,0.062,0
10:52:01 PM,0.062,0
10:52:02 PM,0.062,0
10:52:03 PM,0.062,0
10:52:04 PM,0.062,0
10:52:05 PM,0.062,0
10:52:06 PM,0.062,0
10:52:07 PM,0.062,0
10:52:08 PM,0.062,0
10:52:09 PM,0.062,0
10:52:10 PM,0.062,0
10:52:11 PM,0.062,0
10:52:12 PM,0.062,0
10:52:13 PM,0.062,0
10:52:14 PM,0.062,0
10:52:15 PM,0.062,0
10:52:16 PM,0.062,0
10:52:17 PM,0.062,0
10:52:18 PM,0.062,0
10:52:19 PM,0.062,0
10:52:20 PM,0.062,0
10:52:21 PM,0.062,0
10:52:22 PM,0.062,0
10:52:23 PM,0.062,0
10:52:24 PM,0.062,0
10:52:25 PM,0.062,0
10:52:26 PM,0.062,0
10:52:27 PM,0.062,0
10:52:28 PM,0.062,0
10:52:29 PM,0.062,0
10:52:30 PM,0.062,0
10:52:31 PM,0.062,0
10:52:32 PM,0.062,0
10:52:33 PM,0.062,0
10:52:34 PM,0.062,0
10:52:35 PM,0.062,0
10:52:36 PM,0.062,0
10:52:37 PM,0.062,0
10:52:38 PM,0.062,0
10:52:39 PM,0.062,0
10:52:40 PM,0.062,0
10:52:41 PM,0.062,0
10:52:42 PM,0.062,0
10:52:43 PM,0.062,0
10:52:44 PM,0.062,0
10:52:45 PM,0.062,0
10:52:46 PM,0.062,0
10:52:47 PM,0.062,0
10:52:48 PM,0.062,0
10:52:49 PM,0.062,0
10:52:50 PM,0.062,0
10:52:51 PM,0.062,0
10:52:52 PM,0.062,0
10:52:53 PM,0.062,0
10:52:54 PM,0.062,0
10:52:55 PM,0.062,0
10:52:56 PM,0.062,0
10:52:57 PM,0.062,0
10:52:58 PM,0.062,0
10:52:59 PM,0.062,0
10:53:00 PM,0.062,0
10:53:01 PM,0.062,0
10:53:02 PM,0.062,0
10:53:03 PM,0.062,0
10:53:04 PM,0.062,0
10:53:05 PM,0.062,0
10:53:06 PM,0.062,0
10:53:07 PM,0.062,0
10:53:08 PM,0.062,0
10:53:09 PM,0.062,0
10:53:10 PM,0.062,0
10:53:11 PM,0.062,0
10:53:12 PM,0.062,0
10:53:13 PM,0.062,0
10:53:14 PM,0.062,0
10:53:15 PM,0.062,0
10:53:16 PM,0.062,0
10:53:17 PM,0.062,0
10:53:18 PM,0.062,0
10:53:19 PM,0.062,0
10:53:20 PM,0.062,0
10:53:21 PM,0.062,0
10:53:22 PM,0.062,0
10:53:23 PM,0.062,0
10:53:24 PM,0.062,0
10:53:25 PM,0.062,0
10:53:26 PM,0.062,0
10:53:27 PM,0.062,0
10:53:28 PM,0.062,0
10:53:29 PM,0.062,0
